pyears,n,event,rate,term,group,outcome,analysis,pyears_unexposed,ratio,ratio_text
894.0205338809035,6549,NA,2.2370850827308053,alc0,alc,calcium_and_vit_d,main,894.0205338809035,907.0583333333335,1:907
NA,NA,NA,0,alc1,alc,calcium_and_vit_d,main,894.0205338809035,907.0583333333335,1:907
4543.403148528405,27866,NA,1.320595994644099,patternintermittent,pattern,calcium_and_vit_d,sens_all_follow_up,4543.403148528405,28.359388885091256,1:28
160.20807665982204,1808,NA,6.2418825620343155,patterncontinuous,pattern,calcium_and_vit_d,sens_all_follow_up,4543.403148528405,28.359388885091256,1:28
18.21218343600274,130,NA,0,cumdaysfew,cumdays,calcium_and_vit_d,sens_all_follow_up,18.21218343600274,0.0038870079738591123,1:0
4685.399041752225,29544,NA,1.4940029520691949,cumdaysmany,cumdays,calcium_and_vit_d,sens_all_follow_up,18.21218343600274,0.0038870079738591123,1:0
1231.6440793976728,7829,NA,2.43576862032019,pattern_rt_gapintermittent,pattern_rt_gap,calcium_and_vit_d,sens_all_follow_up,1231.6440793976728,0.35473955474807123,1:0
3471.9671457905542,21845,NA,1.1520846344556106,pattern_rt_gapcontinuous,pattern_rt_gap,calcium_and_vit_d,sens_all_follow_up,1231.6440793976728,0.35473955474807123,1:0
4548.659822039699,28469,NA,1.5389148175211478,pattern_laggedintermittent,pattern_lagged,calcium_and_vit_d,sens_all_follow_up,4548.659822039699,29.355396141070038,1:29
154.9514031485284,1205,NA,0,pattern_laggedcontinuous,pattern_lagged,calcium_and_vit_d,sens_all_follow_up,4548.659822039699,29.355396141070038,1:29
3230.6694045174536,20211,NA,1.5476668683612402,pattern_ittintermittent,pattern_itt,calcium_and_vit_d,sens_all_follow_up,3230.6694045174536,2.1933448824517834,1:2
1472.9418206707735,9463,NA,1.3578268821841217,pattern_ittcontinuous,pattern_itt,calcium_and_vit_d,sens_all_follow_up,3230.6694045174536,2.1933448824517834,1:2
NA,64,NA,0,cumdose450 to 899 mg,cumdose,calcium_and_vit_d,sens_all_follow_up,NA,0.3677902621722846,1:0
25.585215605749486,184,NA,0,cumdose900 to 1500 mg,cumdose,calcium_and_vit_d,sens_all_follow_up,NA,0.3677902621722846,1:0
4668.616016427105,29426,NA,1.499373684914251,cumdose>1500 mg,cumdose,calcium_and_vit_d,sens_all_follow_up,NA,0.3677902621722846,1:0
4182.661190965093,26403,NA,1.1954111919943287,severity0,severity,calcium_and_vit_d,sens_all_follow_up,4182.661190965093,15.434447015083704,1:15
270.9952087611225,1689,NA,7.3802042816298075,severity1,severity,calcium_and_vit_d,sens_all_follow_up,4182.661190965093,15.434447015083704,1:15
207.09924709103353,1318,NA,0,severity2,severity,calcium_and_vit_d,sens_all_follow_up,4182.661190965093,15.434447015083704,1:15
